,date,dn,dn1,day,month,year,hour,minute,zenith_angle,radius_vec,equ_time,declination,rawpar,modpar,corrpar
736,2017-09-24 07:30:00+10:00,267,5,24,9,2017,7,30,67.83933553045402,0.9936162223763997,0.13344024040276758,-0.004742758919839653,729.175,658.6472761370298,722.0806376725
737,2017-09-24 07:40:00+10:00,267,5,24,9,2017,7,40,65.49705057003305,0.9936162223763997,0.13344024040276758,-0.004742758919839653,890.309,747.3835041361838,881.6469166463
738,2017-09-24 07:50:00+10:00,267,5,24,9,2017,7,50,63.16077230823884,0.9936162223763997,0.13344024040276758,-0.004742758919839653,963.396,835.483450896069,954.0228312972
739,2017-09-24 08:00:00+10:00,267,5,24,9,2017,8,0,60.83144644950794,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1042.69,922.2832551553853,1032.5453561830002
740,2017-09-24 08:10:00+10:00,267,5,24,9,2017,8,10,58.51014487125617,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1125.25,1007.237632788243,1114.3021051750002
741,2017-09-24 08:20:00+10:00,267,5,24,9,2017,8,20,56.198092394315836,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1222.98,1089.9085331583244,1211.0812606860002
742,2017-09-24 08:30:00+10:00,267,5,24,9,2017,8,30,53.896699643020675,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1185.29,1169.9523427752165,1173.757958003
743,2017-09-24 08:40:00+10:00,267,5,24,9,2017,8,40,51.60760368324173,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1377.42,1247.1062178032316,1364.0186675940001
744,2017-09-24 08:50:00+10:00,267,5,24,9,2017,8,50,49.332718632484905,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1432.41,1321.1741057008135,1418.4736533870002
745,2017-09-24 09:00:00+10:00,267,5,24,9,2017,9,0,47.07429910255414,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1497.1,1392.0129778484868,1482.53426497
746,2017-09-24 09:10:00+10:00,267,5,24,9,2017,9,10,44.835020209217,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1563.36,1459.5197415168386,1548.149601552
747,2017-09-24 09:20:00+10:00,267,5,24,9,2017,9,20,42.61807901864825,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1621.22,1523.619233420871,1605.446664254
